"group","overall_cause","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Black: 55-59","Not a DoD",1071.97926870983,1074.97900186789,1043.54200999875,1043.24918147398,1036.07556726396,1029.05580890422,1025.58988295357,1011.08916976171,1014.41141462386,995.370804205634,979.329911693876
"Black: 60-64","Not a DoD",1445.1740480071,1498.97721575594,1492.75344961059,1488.63684958258,1516.30325246587,1520.06574644676,1521.84002691346,1533.35368962368,1520.39544615771,1507.49221874483,1488.37746035091
"AAPI & AI: 25-29","Not a DoD",31.2744633388965,30.6953066103984,28.5101267498974,31.1566225851306,28.1512860942121,30.0208971549326,29.3722199799617,28.7157291208375,29.1601752876457,29.6341850118671,27.268900852651
"AAPI & AI: 30-34","Not a DoD",31.6991019088568,34.3532131271339,35.6362034657059,34.2223797463601,33.7086898646487,33.7861703990147,36.7497967009793,36.9945786956899,40.0359998502719,37.8133793809158,40.1553192152949
"AAPI & AI: 35-39","Not a DoD",51.6951555411536,47.0876539209332,47.1540049802655,48.4668453540535,45.8885432419937,47.463370503385,49.685434034104,54.0745219852779,49.3793030302635,51.7424447189446,51.6836778433304
"AAPI & AI: 40-44","Not a DoD",78.6450361299968,72.3044886626562,73.8494254160997,75.9005856806388,77.1833342098475,74.1625525277152,75.1621531438556,78.3135242427058,75.8521649827202,73.2115203623642,74.2521207484208
"AAPI & AI: 45-49","Not a DoD",122.585586707423,124.11276699223,128.921382838064,123.001089012438,127.780140921619,124.657735280315,123.346047769051,121.155866553532,122.806260963054,119.166363777339,120.172409146386
"AAPI & AI: 50-54","Not a DoD",195.231187341779,193.87361948278,196.778877252767,200.427015553087,194.936121349845,197.439034107154,198.012706104294,197.42020126146,202.063477888321,193.560124929668,195.162126813317
"AAPI & AI: 55-59","Not a DoD",287.750366086719,308.846888883373,302.54656924026,303.11743534321,299.28459523259,307.312733370154,302.484368225244,306.771539825139,303.840805850948,308.471460397849,298.069649740395
"AAPI & AI: 60-64","Not a DoD",434.45060725336,455.355336851651,452.058205106304,456.860251321247,464.50167860312,463.824730448673,465.788268652959,473.058567051614,459.850458579568,463.25784905964,458.907659099822
