"group","overall_cause","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"AAPI: 35-39","Deaths of despair",10.0022085413491,9.19666154473035,9.94826900119379,10.9032630970522,11.2420956046006,9.03841453478898,10.2506784899392,12.8350086501989,13.823856534755,14.6157065697601,14.7765013865732
"AAPI: 40-44","Deaths of despair",10.1205469593379,10.7952500899604,10.6141581394815,12.9089190385382,11.2872106662161,11.0721725404971,11.0575504429655,12.4619443374794,12.7663432320804,14.0190720598669,15.376405358225
"AAPI: 45-49","Deaths of despair",14.0758933338511,13.9949973951508,14.002588501106,12.6108313028857,13.9523366714171,12.6330393597665,15.2833884635531,13.3433018344289,16.8206257667019,16.5166668473509,17.0534403598088
"AAPI: 50-54","Deaths of despair",13.5183329049563,16.2753613263619,14.3016105008703,15.7016683022571,14.5444929260875,17.1824464127447,14.6060374762652,18.1544885434408,16.3816561854403,19.4187277509364,18.5074885558357
"AAPI: 55-59","Deaths of despair",16.0992045529387,14.8447210812811,17.554883948253,17.6142798200663,14.5779857652428,18.0121891441163,17.1966357127224,16.0891868746286,17.9308170698043,19.7910262295986,20.1835600173137
"AAPI: 60-64","Deaths of despair",15.1548037517129,17.9802756376255,15.9311388591856,14.118278773515,15.549905756464,15.8872326360011,19.7746104248058,19.2629995912724,16.5432658098634,18.1912445539962,18.8973695393921
"AIAN: 25-29","Deaths of despair",39.082305222241,41.5469551011211,42.2278138207098,55.5193472855867,54.0408263148235,53.866134394353,52.8699463019702,67.7999230379252,65.8815537505637,69.9557231459601,68.2553758101829
"AIAN: 30-34","Deaths of despair",44.4587530086311,54.4236459243588,48.3500996986552,56.7901052460782,58.1460440826468,66.5937814940511,73.7162562065189,85.5867074021979,84.6243752882951,89.9806695519784,102.840939347143
"AIAN: 35-39","Deaths of despair",73.0480489421928,69.078046282291,75.8445308792693,66.9604811414936,67.3153664455068,82.6557942506537,77.0055296935644,83.9525781382949,101.955005841947,99.9033781197018,103.250409224183
"AIAN: 40-44","Deaths of despair",72.4082445789595,73.5575817944985,81.180953110341,81.7978632708393,81.7550602895137,88.2178034554598,89.6305853319346,88.2866235499435,92.8615746200277,101.67955015987,103.115207076281
"AIAN: 45-49","Deaths of despair",81.4483370105367,87.6342866569066,90.5829027414545,96.9245513155602,103.720844894276,88.8451287100533,118.167353051292,97.0170188890967,116.471310145902,104.112441436752,105.826044430904
"AIAN: 50-54","Deaths of despair",66.9621504416313,75.8195777487254,76.1508205425571,92.5082248854081,94.0906881466565,86.5178143306857,94.5062927790845,106.36219583668,109.581280237352,113.42969089448,119.65690455881
"AIAN: 55-59","Deaths of despair",62.9158075966587,65.8915552532574,69.3057531977018,76.5050595871882,78.9021115890349,79.8530404138862,92.1354501238873,94.4259732930063,85.0257419036399,110.445559692767,98.3192097008287
"AIAN: 60-64","Deaths of despair",41.0399633305263,53.8316402127682,54.1896638233818,57.8663633216282,58.9125603494521,69.8046394659714,73.1235341852522,76.5262252794497,75.6877034365526,80.3312862243894,77.8375318426267
