"group","overall_cause","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Hispanic: 45-49","Deaths of despair",38.5346414525308,36.1865372571763,38.18247661792,38.9500697346664,38.7396501809589,38.6494526752923,38.4738043328994,40.2998972558933,44.9186600825157,43.1044948510885,45.6171563513955
"Hispanic: 50-54","Deaths of despair",43.9524726733725,46.5682194690827,50.4709993181854,49.3070912064398,50.0500851096619,50.0648353075522,52.4888204677076,53.5428182929323,54.7014052985392,55.2750823481313,53.2010687451102
"Hispanic: 55-59","Deaths of despair",52.4777206073548,53.7384466279519,55.2810267867121,56.425917648179,55.6830913180371,59.5372194926049,58.1869481451847,61.1304593866694,59.4510832315165,64.6938437966963,67.2237055917557
"Hispanic: 60-64","Deaths of despair",45.854661150959,48.6721518514788,52.7323785416317,57.0757412227795,55.1024839667498,62.0170486756526,63.1269798117973,63.0239537026956,65.2776496956043,65.8748203727421,68.049729864524
"Black: 25-29","Deaths of despair",15.2659700471139,17.0206792479316,17.1760615567884,17.2521802570405,18.5051487757584,18.8221110205686,21.5480664322948,28.9739387501324,33.4614823159667,33.2415643469406,35.7030571408779
"Black: 30-34","Deaths of despair",16.5337511953455,17.8743256165898,20.572906461852,19.9101271083847,21.1325805710198,22.812619428736,24.7217341573452,33.4525206610028,39.3204728595355,40.7434441943358,43.8877137220689
"Black: 35-39","Deaths of despair",20.7954348888091,20.3012106592761,22.3921851273905,21.727089038157,24.0215481035375,25.0755491014152,28.6042032348887,36.5279453120379,45.8847106241726,45.6289787191417,53.8880779222292
"Black: 40-44","Deaths of despair",27.3375977002106,25.9949598868306,26.9839413999358,28.6835860396691,27.9892209988111,29.3549967731912,33.6457673472949,40.3194259071484,46.2271061131752,48.1977631135987,53.3591437979659
"Black: 45-49","Deaths of despair",39.9816119810977,34.5215680541636,35.8350236646383,36.1824186699834,35.182866348489,38.1745514490205,40.5527536299614,49.1965561661307,56.4794079585231,55.3438842201452,61.9050545363926
"Black: 50-54","Deaths of despair",46.2446374431461,47.201169323434,45.8740754811965,44.7347845678374,49.0160972174188,49.7024139787321,53.5624245876072,61.2225040805892,71.7232415500362,71.4688677622717,78.4894710884321
"Black: 55-59","Deaths of despair",49.2045782196091,51.4879571906738,54.875431040452,52.9127139733208,56.0628645143413,59.4033360882138,60.0287294046799,73.8722932730043,82.3025116391195,82.8007571640085,88.4145851153073
"Black: 60-64","Deaths of despair",37.4409489853969,43.7878594665917,47.3086341251496,47.0395940340491,58.7758058526175,55.529093543077,59.8977021583186,68.4837188823936,74.1041253655988,81.3933442715467,85.8791871330065
"AAPI: 25-29","Deaths of despair",7.97063590938927,9.24325844954386,10.4009568880337,11.172560192168,12.3908098411387,10.7007324385314,11.8785536673055,12.6262147312703,14.4613387939349,14.7148604436374,15.8141302123999
"AAPI: 30-34","Deaths of despair",7.71920668414987,9.35868420998701,9.86419845443237,9.53884759274463,10.563962963845,10.1689515458276,12.2161659080333,12.6755648034135,13.8710294178291,14.1244198617697,15.2898083455763
"AAPI: 35-39","Deaths of despair",10.0022085413491,9.19666154473035,9.94826900119379,10.9032630970522,11.2420956046006,9.03841453478898,10.2506784899392,12.8350086501989,13.823856534755,14.6157065697601,14.7765013865732
"AAPI: 40-44","Deaths of despair",10.1205469593379,10.7952500899604,10.6141581394815,12.9089190385382,11.2872106662161,11.0721725404971,11.0575504429655,12.4619443374794,12.7663432320804,14.0190720598669,15.376405358225
"AAPI: 45-49","Deaths of despair",14.0758933338511,13.9949973951508,14.002588501106,12.6108313028857,13.9523366714171,12.6330393597665,15.2833884635531,13.3433018344289,16.8206257667019,16.5166668473509,17.0534403598088
"AAPI: 50-54","Deaths of despair",13.5183329049563,16.2753613263619,14.3016105008703,15.7016683022571,14.5444929260875,17.1824464127447,14.6060374762652,18.1544885434408,16.3816561854403,19.4187277509364,18.5074885558357
"AAPI: 55-59","Deaths of despair",16.0992045529387,14.8447210812811,17.554883948253,17.6142798200663,14.5779857652428,18.0121891441163,17.1966357127224,16.0891868746286,17.9308170698043,19.7910262295986,20.1835600173137
"AAPI: 60-64","Deaths of despair",15.1548037517129,17.9802756376255,15.9311388591856,14.118278773515,15.549905756464,15.8872326360011,19.7746104248058,19.2629995912724,16.5432658098634,18.1912445539962,18.8973695393921
"AIAN: 25-29","Deaths of despair",39.082305222241,41.5469551011211,42.2278138207098,55.5193472855867,54.0408263148235,53.866134394353,52.8699463019702,67.7999230379252,65.8815537505637,69.9557231459601,68.2553758101829
"AIAN: 30-34","Deaths of despair",44.4587530086311,54.4236459243588,48.3500996986552,56.7901052460782,58.1460440826468,66.5937814940511,73.7162562065189,85.5867074021979,84.6243752882951,89.9806695519784,102.840939347143
"AIAN: 35-39","Deaths of despair",73.0480489421928,69.078046282291,75.8445308792693,66.9604811414936,67.3153664455068,82.6557942506537,77.0055296935644,83.9525781382949,101.955005841947,99.9033781197018,103.250409224183
"AIAN: 40-44","Deaths of despair",72.4082445789595,73.5575817944985,81.180953110341,81.7978632708393,81.7550602895137,88.2178034554598,89.6305853319346,88.2866235499435,92.8615746200277,101.67955015987,103.115207076281
"AIAN: 45-49","Deaths of despair",81.4483370105367,87.6342866569066,90.5829027414545,96.9245513155602,103.720844894276,88.8451287100533,118.167353051292,97.0170188890967,116.471310145902,104.112441436752,105.826044430904
"AIAN: 50-54","Deaths of despair",66.9621504416313,75.8195777487254,76.1508205425571,92.5082248854081,94.0906881466565,86.5178143306857,94.5062927790845,106.36219583668,109.581280237352,113.42969089448,119.65690455881
"AIAN: 55-59","Deaths of despair",62.9158075966587,65.8915552532574,69.3057531977018,76.5050595871882,78.9021115890349,79.8530404138862,92.1354501238873,94.4259732930063,85.0257419036399,110.445559692767,98.3192097008287
"AIAN: 60-64","Deaths of despair",41.0399633305263,53.8316402127682,54.1896638233818,57.8663633216282,58.9125603494521,69.8046394659714,73.1235341852522,76.5262252794497,75.6877034365526,80.3312862243894,77.8375318426267
"White: 25-29","All other deaths",58.0825236368998,55.3555701592018,55.042403519868,56.7599712481414,54.4911879425147,54.6354621735218,56.1289783787699,58.0294866030631,56.7982719227435,54.5423005758515,52.957871633761
"White: 30-34","All other deaths",69.7269725050862,68.2351709659348,69.1282981797149,68.6338682278372,68.8125808088542,69.9540666398273,72.5673129150864,76.0560676487527,75.4216361965982,75.0903111611644,71.8461691703403
"White: 35-39","All other deaths",103.841834813708,95.3970648451229,96.1388833271826,95.3728003353279,95.1094992512222,97.6887598663586,98.0539211360656,104.250749000583,103.332893682213,103.407989221684,102.9026397635
"White: 40-44","All other deaths",163.283315010045,150.183732804845,149.822139834097,147.797937818956,149.010586111916,150.780947100758,150.31263737128,155.224962014565,152.175099688862,148.34300375627,150.105945694693
"White: 45-49","All other deaths",271.891644060131,258.956103138605,257.310809136144,250.721741600725,250.834422931804,249.422456529441,244.23323351612,246.947421953549,240.950584898538,243.650389004038,239.618755517298
"White: 50-54","All other deaths",420.590897303707,413.778241038404,416.592037902586,413.481661695406,417.696921549156,418.302776669199,419.259874804215,415.922192371543,409.057967912107,399.688450688421,392.499246621079
"White: 55-59","All other deaths",615.435371732192,622.022808591814,630.589069383085,634.027909475947,639.710914986177,649.975244767603,652.415376684765,653.934367131813,652.910297416401,648.39689549903,637.616456857186
"White: 60-64","All other deaths",916.041184142096,935.765859527233,936.043659576099,941.493458220169,942.548889434725,953.402892493917,961.115976204075,966.157060214479,969.165352649839,970.50567859914,970.410317582439
"Hispanic: 25-29","All other deaths",58.1110618975085,52.9346311320449,49.6747767095303,52.8224545398981,50.0744802501597,53.0199392140062,54.3724202534269,58.838332819384,56.7693782039256,55.8601267196215,57.3607968690239
"Hispanic: 30-34","All other deaths",61.4292411635045,57.4637935864869,56.872422032975,57.2013827812533,57.409739317505,54.3237028759465,60.6021358205442,65.4778737186452,65.7035600088208,63.179491911295,66.8290826133849
"Hispanic: 35-39","All other deaths",78.0793046423233,70.5566299629142,69.3242369040588,67.2601074544536,71.9715235562219,73.0661697945923,73.7815028664206,76.6234710884192,78.6409811170872,80.6470034754138,82.7680031169849
"Hispanic: 40-44","All other deaths",113.331060309242,106.551535265818,103.128222756961,103.735962485318,104.958170736482,106.406069799007,104.634221016308,106.577254427625,106.584347472731,106.419542921994,111.010469751172
"Hispanic: 45-49","All other deaths",184.889081025999,179.356561552013,174.789504255846,169.383963132965,171.259053530747,166.099233929315,166.265850583179,163.620333705156,164.015904572565,165.708194318509,170.155577030149
"Hispanic: 50-54","All other deaths",290.149731687791,283.848159861762,286.67375591647,281.57232321072,281.702473433877,280.672618370699,277.138365548306,278.270939935641,277.548698288583,271.197136052269,266.271053835821
"Hispanic: 55-59","All other deaths",438.102292157496,449.238705339437,446.072687844979,453.846366719684,442.472936544049,439.885507967894,436.989244525284,446.310573007817,430.461602646244,436.745960385648,429.812855108881
"Hispanic: 60-64","All other deaths",664.927805322662,700.921249021802,678.167536596337,698.368357564599,690.323435249742,691.693380381539,691.262047767883,689.94106008028,689.809009764127,681.641197827648,670.882530361155
"Black: 25-29","All other deaths",140.201265145334,130.269611068706,130.309515399586,126.345848706886,127.811547279163,122.693456804686,131.349254455085,136.038991302912,135.978821762484,131.942611159899,128.690870142119
"Black: 30-34","All other deaths",158.076067171716,154.799107475341,151.339669933659,150.819212846014,154.075723799617,149.926334970949,159.382879407174,165.973358086842,162.784756596601,162.355465723276,163.953745350606
"Black: 35-39","All other deaths",210.615556277883,198.716157520667,194.765360222616,196.557992214135,195.969339205956,199.162833256324,204.278923745685,211.783219728675,210.908053504524,212.601335364358,214.627341502076
"Black: 40-44","All other deaths",308.508333118884,278.783823750442,274.590369293982,267.393120374957,268.214587981985,268.04174534503,273.869718430066,284.056358888594,286.693591655638,292.626515263076,294.271130391481
"Black: 45-49","All other deaths",466.322977450019,442.122653722253,431.906337852745,422.766801962164,421.054721305376,412.045158469388,407.336581071211,412.681545783522,406.398064927444,414.985582151055,411.431096318911
"Black: 50-54","All other deaths",725.750169324538,704.559309207392,690.907888997087,683.06435805765,656.606970434512,652.846953554459,654.190664184893,652.493414025565,636.256949808164,634.676664530253,621.390971599861
"Black: 55-59","All other deaths",1071.97926870983,1074.97900186789,1043.54200999875,1043.24918147398,1036.07556726396,1029.05580890422,1025.58988295357,1011.08916976171,1014.41141462386,995.370804205634,979.329911693876
"Black: 60-64","All other deaths",1445.1740480071,1498.97721575594,1492.75344961059,1488.63684958258,1516.30325246587,1520.06574644676,1521.84002691346,1533.35368962368,1520.39544615771,1507.49221874483,1488.37746035091
"AAPI: 25-29","All other deaths",26.7250733432464,26.3901726747847,22.6220812314733,24.8843386098288,22.3774326981759,24.7121887254482,23.3611555457008,21.8926641692411,22.4545151454916,23.5333406385832,22.7034542653267
"AAPI: 30-34","All other deaths",27.1880023034659,29.5105954650685,30.1222167568237,28.2985811918091,28.5165936654081,29.0373529690106,29.7165338134949,30.7835145225757,30.9554247239585,29.4039967382566,33.0341678636865
"AAPI: 35-39","All other deaths",44.5064715631841,40.8815100783999,41.5174426316488,43.1532762335137,39.9646751261812,41.4366750855467,41.8054779378846,47.5790785777139,41.6436508059423,45.7294455553858,44.2757714274047
"AAPI: 40-44","All other deaths",70.0941585702291,65.2962696413578,68.4900069135462,70.4867960199549,70.6275755137496,66.4974083391484,68.3672547387922,70.7838438368831,67.532105503034,64.8305559449742,65.4853969373819
"AAPI: 45-49","All other deaths",110.2611644485,114.144169506114,119.219778933145,115.599286943119,120.588052660105,113.473099101335,113.72850100813,113.624405311735,117.678674797512,112.746976780372,113.564668769716
"AAPI: 50-54","All other deaths",185.788141042459,183.208985422435,185.310501916765,192.772112471733,186.186037286791,183.57246237244,182.182833037286,182.314143423537,191.498527167763,182.191152257821,186.396849026631
"AAPI: 55-59","All other deaths",280.167975336855,292.712810053431,296.238666626769,293.890429606541,290.083463581793,299.307023588799,290.084663032792,297.352009275544,290.479236530829,298.893162524881,289.271412904391
"AAPI: 60-64","All other deaths",425.875671531187,455.157834712463,448.002935191644,458.033994963709,462.054342477789,454.118951655897,458.70948638267,469.450056028928,453.4358765158,461.875699225962,457.44055091599
"AIAN: 25-29","All other deaths",87.6711171201622,85.2064672412822,89.6904805944001,97.2450679163692,88.708526214899,89.8870463513129,92.3631592022371,95.2863783235706,94.5766304952536,90.9993146614114,77.4866356533634
"AIAN: 30-34","All other deaths",90.0673013536924,97.3493384844164,104.196338885474,104.729804479781,100.040088266417,98.2881480874765,119.434511257677,115.75251410953,140.80941134036,132.062883829139,127.802332392566
"AIAN: 35-39","All other deaths",142.126095224484,127.437085382847,127.353918160912,129.862751304715,129.793700571576,134.713049283517,151.689284622499,152.778565621041,152.560410201454,146.938180227153,156.854280215135
"AIAN: 40-44","All other deaths",183.510842081067,164.355221822083,161.978977196577,169.740166975169,182.495892873748,187.856661822564,188.90751168614,204.907093727543,208.322205010416,205.400858355078,211.466733261905
"AIAN: 45-49","All other deaths",248.812641331766,241.252036208425,254.125575395287,239.951791833653,253.498238243411,275.381437906486,272.603893672782,262.608316189764,257.174906295313,263.43602605966,272.181379426455
"AIAN: 50-54","All other deaths",329.850592916184,332.684969654454,343.726639513194,338.733124204464,340.601347128672,372.825762155927,390.014775424132,395.78313688887,391.361715133398,391.044053015884,390.168388462389
"AIAN: 55-59","All other deaths",437.860012328097,502.476247157098,459.304399890095,477.170732476792,476.47682920757,489.615355777161,507.662659447554,506.86125894062,526.727265521701,526.325256776932,515.005384147198
"AIAN: 60-64","All other deaths",625.193207619576,618.797369178455,633.71801304566,625.649141896236,657.617441949575,694.348135615159,693.335949134556,697.334479793637,698.560279258674,688.840779374139,691.889171934459
"White: 25-29","Total",96.7909940775961,97.4885868277049,99.8162328371928,101.447888519595,99.9975453002255,103.162273470215,111.08139370891,123.295573668403,126.828387357587,119.476122634723,114.951964630818
"White: 30-34","Total",111.017004936177,112.609945562729,117.896609695262,118.159535721796,120.068568162356,125.920489955842,136.558273471289,151.168023565029,158.596163686967,152.557593099787,149.56621136899
"White: 35-39","Total",151.610397036009,144.953446660773,146.940566834238,148.272588657843,149.008645662791,156.204103718082,165.00358285299,182.213972372685,187.185860819983,186.605035430383,187.722203251552
"White: 40-44","Total",220.683302491012,205.827185399206,209.136218399958,205.799001915692,209.201330185267,213.400749489493,219.222831427486,230.21344918776,233.782452241022,228.489456439333,231.881306237312
"White: 45-49","Total",341.029657438604,329.514185879721,330.132854539153,323.383248518795,323.258345057226,323.807442151363,321.674508157193,327.146120414363,327.667094882181,326.573223265192,323.977676188408
"White: 50-54","Total",492.061286655763,486.223652755035,493.879922188806,492.783558772662,498.799602780536,501.981349536415,506.612816581148,507.044958291342,501.97969054257,490.838508564155,484.33611810255
"White: 55-59","Total",678.17254157605,689.360295912019,701.801463916765,707.693280232632,717.788378914622,731.589241933591,737.417804681363,742.398130995862,745.333696860189,742.034630030971,733.243989806899
"White: 60-64","Total",963.048087165913,988.875466853051,990.618863730303,1000.06015600457,1005.91284046074,1021.09401274974,1031.32950270862,1039.24198079502,1046.10135883828,1048.53140146202,1051.19389871339
"Hispanic: 25-29","Total",72.7626115858423,67.7887368068534,65.3756741656718,67.7233834388221,67.7113325860566,72.1727090084266,74.0877742114608,84.6296218688447,85.8537970479518,86.0059154900469,89.3474622444857
"Hispanic: 30-34","Total",77.5960659005766,73.7010108840977,75.3156649675551,75.5374782103428,76.1457860250008,74.4175371246778,84.0553811633685,93.1500703497393,94.6897913335906,94.7478790123409,102.695291719936
"Hispanic: 35-39","Total",96.4568454698731,89.7167309081206,90.2734583328455,87.9894520469738,92.7584796569647,95.6045828580556,98.2522140799393,108.587566486448,112.692171702132,115.216220773076,120.718585560481
"Hispanic: 40-44","Total",140.25142433584,132.850442830101,128.972007230773,129.783376785722,130.199292622127,134.375373105137,134.24625812102,138.594899707691,140.552652934355,142.360833419021,151.853501838406
"Hispanic: 45-49","Total",223.42372247853,215.54309880919,212.971980873766,208.334032867632,209.998703711706,204.748686604608,204.739654916078,203.920230961049,208.93456465508,208.812689169597,215.772733381545
"Hispanic: 50-54","Total",334.102204361163,330.416379330844,337.144755234656,330.87941441716,331.752558543539,330.737453678251,329.627186016014,331.813758228573,332.250103587123,326.472218400401,319.472122580931
"Hispanic: 55-59","Total",490.580012764851,502.977151967389,501.353714631691,510.272284367863,498.156027862086,499.422727460499,495.176192670469,507.441032394486,489.91268587776,501.439804182344,497.036560700637
"Hispanic: 60-64","Total",710.782466473622,749.593400873281,730.899915137969,755.444098787379,745.425919216492,753.710429057192,754.38902757968,752.965013782976,755.086659459731,747.51601820039,738.932260225679
"Black: 25-29","Total",155.467235192448,147.290290316637,147.485576956374,143.598028963927,146.316696054921,141.515567825254,152.89732088738,165.012930053045,169.440304078451,165.18417550684,164.393927282997
"Black: 30-34","Total",174.609818367061,172.673433091931,171.912576395511,170.729339954399,175.208304370637,172.738954399685,184.104613564519,199.425878747844,202.105229456137,203.098909917612,207.841459072675
"Black: 35-39","Total",231.410991166692,219.017368179943,217.157545350006,218.285081252292,219.990887309494,224.238382357739,232.883126980574,248.311165040713,256.792764128696,258.2303140835,268.515419424305
"Black: 40-44","Total",335.845930819095,304.778783637273,301.574310693918,296.076706414626,296.203808980796,297.396742118221,307.515485777361,324.375784795742,332.920697768813,340.824278376675,347.630274189447
"Black: 45-49","Total",506.304589431116,476.644221776416,467.741361517384,458.949220632148,456.237587653865,450.219709918409,447.889334701172,461.878101949652,462.877472885967,470.3294663712,473.336150855304
"Black: 50-54","Total",771.994806767684,751.760478530826,736.781964478283,727.799142625487,705.623067651931,702.549367533191,707.7530887725,713.715918106155,707.9801913582,706.145532292525,699.880442688293
"Black: 55-59","Total",1121.18384692944,1126.46695905857,1098.41744103921,1096.1618954473,1092.1384317783,1088.45914499243,1085.61861235825,1084.96146303471,1096.71392626298,1078.17156136964,1067.74449680918
"Black: 60-64","Total",1482.6149969925,1542.76507522253,1540.06208373574,1535.67644361663,1575.07905831849,1575.59483998983,1581.73772907178,1601.83740850607,1594.49957152331,1588.88556301637,1574.25664748392
"AAPI: 25-29","Total",34.6957092526357,35.6334311243285,33.023038119507,36.0568988019968,34.7682425393146,35.4129211639796,35.2397092130062,34.5188789005114,36.9158539394264,38.2482010822206,38.5175844777266
"AAPI: 30-34","Total",34.9072089876158,38.8692796750556,39.986415211256,37.8374287845537,39.0805566292531,39.2063045148381,41.9326997215282,43.4590793259892,44.8264541417876,43.5284166000264,48.3239762092628
"AAPI: 35-39","Total",54.5086801045331,50.0781716231302,51.4657116328426,54.0565393305659,51.2067707307817,50.4750896203357,52.0561564278238,60.4140872279127,55.4675073406973,60.3451521251459,59.0522728139778
"AAPI: 40-44","Total",80.214705529567,76.0915197313182,79.1041650530278,83.3957150584931,81.9147861799657,77.5695808796455,79.4248051817577,83.2457881743625,80.2984487351144,78.8496280048412,80.8618022956069
"AAPI: 45-49","Total",124.337057782351,128.139166901265,133.222367434251,128.210118246005,134.540389331522,126.106138461101,129.011889471683,126.967707146163,134.499300564214,129.263643627723,130.618109129525
"AAPI: 50-54","Total",199.306473947415,199.484346748796,199.612112417635,208.47378077399,200.730530212879,200.754908785185,196.788870513551,200.468631966977,207.880183353204,201.609880008757,204.904337582467
"AAPI: 55-59","Total",296.267179889794,307.557531134712,313.793550575022,311.504709426607,304.661449347035,317.319212732915,307.281298745514,313.441196150173,308.410053600633,318.684188754479,309.454972921704
"AAPI: 60-64","Total",441.0304752829,473.138110350089,463.93407405083,472.152273737224,477.604248234253,470.006184291899,478.484096807476,488.7130556202,469.979142325664,480.066943779959,476.337920455382
"AIAN: 25-29","Total",126.753422342403,126.753422342403,131.91829441511,152.764415201956,142.749352529722,143.753180745666,145.233105504207,163.086301361496,160.458184245817,160.955037807372,145.742011463546
"AIAN: 30-34","Total",134.526054362324,151.772984408775,152.546438584129,161.519909725859,158.186132349064,164.881929581528,193.150767464196,201.339221511728,225.433786628655,222.043553381118,230.643271739709
"AIAN: 35-39","Total",215.174144166677,196.515131665138,203.198449040181,196.823232446208,197.109067017083,217.368843534171,228.694814316063,236.731143759336,254.515416043402,246.841558346854,260.104689439318
"AIAN: 40-44","Total",255.919086660026,237.912803616581,243.159930306918,251.538030246008,264.250953163262,276.074465278024,278.538097018075,293.193717277487,301.183779630444,307.080408514948,314.581940338186
"AIAN: 45-49","Total",330.260978342303,328.886322865332,344.708478136741,336.876343149213,357.219083137687,364.226566616539,390.771246724073,359.62533507886,373.646216441215,367.548467496411,378.007423857359
"AIAN: 50-54","Total",396.812743357815,408.504547403179,419.877460055751,431.241349089872,434.692035275328,459.343576486612,484.521068203217,502.145332725549,500.94299537075,504.473743910364,509.825293021199
"AIAN: 55-59","Total",500.775819924756,568.367802410356,528.610153087797,553.67579206398,555.378940796605,569.468396191048,599.798109571442,601.287232233626,611.753007425341,636.770816469699,613.324593848027
"AIAN: 60-64","Total",666.233170950102,672.629009391223,687.907676869042,683.515505217865,716.530002299027,764.15277508113,766.459483319808,773.860705073087,774.247982695227,769.172065598528,769.726703777086
